AX,AY,AZ,GX,GY,GZ
1.7458817,4.7501163,-3.6232483,-0.26450464,0.053679783,-0.086132
1.3656329,5.3227024,-3.9992976,-0.24984388,0.05245805,-0.08002335
1.3225415,5.4585686,-4.53887,-0.2510656,0.04879286,-0.07941248
1.3395503,5.4491463,-4.4812913,-0.23396139,0.04757113,-0.0720821
1.5232302,5.1976776,-5.7400603,-0.23823744,0.038408153,-0.06963864
1.0975107,4.2766094,-9.906685,-0.22235495,0.031688634,-0.058643065
1.1184616,3.3855953,-12.264418,-0.20708331,0.022525655,-0.053145275
1.1486,3.3673716,-12.104227,-0.19608775,0.0182496,-0.05009095
1.5028934,2.4101028,-14.888224,-0.17654006,0.0066431593,-0.04153884
2.4490776,-0.6690664,-17.451628,-0.17287487,-0.013515393,-0.034208454
0.020689446,-0.09531784,-0.017307758,-0.16554448,-0.022678372,-0.031154128
